"Style Number","Alternate Style Number (usually other color)","Catalog Number","Delivery Ex-Works","Delivery Last Update","List Price US$","Insulator Type","Color","Outline Drawing","Download Drawing","Apparatus","Standard","Bushing Type","Oil Indication","Application","Mounting Position","Connection Type","Current Version","Voltage Class","kV BIL","Max kV L-G","Cantilever Design Test Rating Upper Value","Cantilever Design Test Rating Lower Value","Approximate Capacitance C1","Approximate Capacitance C2","Current Rating Draw Lead","Bottom Connected","Oil Circuit Breaker","Lower End Length (L)","C.T. Pocket Transformer","C.T. Pocket Oil Circuit Breaker","Exposable Length Transformer (EL)","Exposable Length Oil Circuit Breaker (EL)","Max. Dia. From 1"" below Flange to Lower End of Bushing (D)","Upper End Length (B)","Minimum Creep","Arcing Distance","Lowest High Voltage (LHV)","Cable Height/Pin Height for AB Bushings (CH)","Maximum Altitude","Approximate Weight","Top End Terminal - Thread Dia and Class or number of Pads and Holes Per Pad","Top End Terminal - Length and Type or Dia, and Type of Holes","Top End Terminal - Thread Plating","Top End Terminal - Top Terminal Comments","Bottom End Terminal - Terminal Type","Bottom End Terminal - Min Outside Diameter","Bottom End Terminal - Bottom Terminal Comments","Max Inside Diameter (P)","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","Epoxy Coated Shield and Terminal Kit","Flange Mounting Comments","Special Features"
"015W1600AP","","","Contact Us","Contact Us","Contact Us","","Gray","","","","","O Plus C","Epoxy Bowl","","0 to 60 deg. from vertical","","1.0","15 kV","110 kV","10 kV","","","738.2 pfds.","pfds.","","1600 Amps","","34.875 in.","26.75 in.","","26.75 in.","","3.219 in.","18.063 in.","21 in.","10.742 in.","12.367 in.","","10000 ft.","76 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.125, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 3.625","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.625 in.","Epoxy Coated Shield and Terminal Kit","",""
"015W1600RR","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","3.0","15 kV","110 kV","10 kV","","","619 pfds.","pfds.","","1600 Amps","","27.79 in.","16.875 in.","","16.875 in.","","3.219 in.","20.522 in.","14.344 in.","7.937 in.","13.312 in.","","10000 ft.","66 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.250 In, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 3.5, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.750 in.","Epoxy Coated Shield and Terminal Kit","Dual mounting (3) .688 Slots - 7.0 to 7.25 BC and (4) .688 holes on 7.25 BC",""
"015W2000AG","","W17B464BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","","3.0","15 kV","110 kV","10 kV","","","586 pfds.","pfds.","","2000 Amps","","28.25 in.","17 in.","","21.375 in.","","3.219 in.","21.869 in.","20.62 in.","10.742 in.","12.492 in.","","10000 ft.","68 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 4.125 In, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 4, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.750 in.","Epoxy Coated Shield and Terminal Kit","(3) .688 Slotted Holes - 7.000 Dia. -7.250 Dia. DUAL BC",""
"015W2000AJ","","W07B379BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","vertical","Bottom","3.0","15 kV","110 kV","10 kV","","","706.3 pfds.","pfds.","","2000 Amps","","25.531 in.","17.75 in.","","17.75 in.","","3.219 in.","19.219 in.","14.312 in.","7.938 in.","12.813 in.","","10000 ft.","69 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.625 In, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 2.875, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.25 in.","Epoxy Coated Shield and Terminal Kit","(3) .625 Slots - 7.250 Dia. BC",""
"015W2000AL","","W17B380BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","2.0","15 kV","110 kV","10 kV","","","567 pfds.","pfds.","","2000 Amps","","23.125 in.","14.75 in.","","14.75 in.","","3.125 in.","19.25 in.","14.062 in.","7.938 in.","12.812 in.","","10000 ft.","58 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.5 In x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 3.25, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.125 in.","Epoxy Coated Shield and Terminal Kit","(3) .625 Slotted Holes - 7.250 Dia. BC",""
"015W2000AM","","W17B465BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","","","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","","2.0","15 kV","110 kV","10 kV","","","699 pfds.","pfds.","","2000 Amps","","29.125 in.","20.75 in.","20.75 in.","20.75 in.","","3.125 in.","19.75 in.","14.062 in.","7.938 in.","11.82 in.","","10000 ft.","65 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 4 In, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 3.38, In, Silver-plated","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.125 in.","Epoxy Coated Shield and Terminal Kit","(3) .625 Dia. Holes - 7.250 Dia. BC",""
"015W2000AP","","W17B466BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","vertical","Bottom","4.0","15 kV","110 kV","10 kV","","","598 pfds.","pfds.","","2000 Amps","","28.921 in.","17 in.","","21.375 in.","","3.219 in.","21.226 in.","20.62 in.","10.742 in.","12.492 in.","","10000 ft.","75 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 4.125 In, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 4, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.500 in.","Epoxy Coated Shield and Terminal Kit","(3) .688 Slotted Holes - 7.000 - 7.250 dia. BC",""
"015W2000AQ","","W17B469BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","2.0","15 kV","110 kV","10 kV","","","601 pfds.","pfds.","","2230 Amps","","23.25 in.","11.75 in.","","16.375 in.","","3.125 in.","22 in.","14.062 in.","7.938 in.","15.562 in.","","10000 ft.","65 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.5 In x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 3.375, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.750 in.","Epoxy Coated Shield and Terminal Kit","(3) .688 Slotted Holes - 7.000 to 7.250 Dia. BC",""
"015W2000AU","","W7B463BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 45 deg. from vertical","Bottom","5.0","15 kV","110 kV","10 kV","","","712 pfds.","pfds.","","2000 Amps","","28.562 in.","21 in.","","21 in.","","3.219 in.","20.376 in.","20.62 in.","10.729 in.","12.479 in.","","10000 ft.","76 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.625 In, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 2.500, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.000 in.","Epoxy Coated Shield and Terminal Kit","(4) .75 Holes - 8.250 Dia. BC",""
"015W2000AV","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 45 deg. from vertical","Bottom","2.0","15 kV","110 kV","10 kV","","","943.7 pfds.","pfds.","","2000 Amps","","31.984 in.","23 in.","","23 in.","","4.12 in.","21.022 in.","20.62 in.","10.75 in.","13 in.","","10000 ft.","67 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 3.250, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 2.500, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.875 in.","Epoxy Coated Shield and Terminal Kit","(4) .875 Holes - 8.250 Dia. BC",""
"015W2000AZ","","W07B665BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 30 deg. from vertical","Bottom","5.0","15 kV","110 kV","10 kV","","","568.1 pfds.","pfds.","","2000 Amps","","24.5 in.","16.5 in.","","16.5 in.","","3.219 in.","17.5 in.","14.062 in.","7.937 in.","10.312 in.","","10000 ft.","55 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.25, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 2.125, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.875 in.","Epoxy Coated Shield and Terminal Kit","(4) .875 Dia. Holes - on 7.250 Dia. BC","NONE"
"015W2000LA","","W17B497BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","","O Plus C","Glass Bowl","Oil to Air","0 to 30 deg. from vertical","Bottom","2.0","15 kV","110 kV","10 kV","","","594 pfds.","pfds.","","2000 Amps","","25.531 in.","16.5 in.","","16.5 in.","","4.12 in.","16.578 in.","14.188 in.","7.937 in.","10.187 in.","","10000 ft.","52 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.000-12UN-2A x 2.625 USABLE THD x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","2.0-12x2.25","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.875 in.","Epoxy Coated Shield and Terminal Kit","(4) .875 Slots - 8.250 BC",""
"015W2000LB","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 30 deg. from vertical","Bottom","3.0","15 kV","110 kV","10 kV","","","663.2 pfds.","pfds.","","2000 Amps","","28 in.","21 in.","","16.5 in.","","3.219 in.","17.5 in.","14.062 in.","7.937 in.","10.312 in.","","10000 ft.","60 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-1.5 OD - 12 x 2.250 In, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-1.5 OD - 12 x 2.125, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.875 in.","Epoxy Coated Shield and Terminal Kit","(4) .875 Slots - 7.250 BC",""
"015W2000RC","","W07B686BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 45 deg. from vertical","Bottom","4.0","15 kV","110 kV","10 kV","","","423 pfds.","pfds.","","2000 Amps","","20.125 in.","11.75 in.","","11.75 in.","","3.219 in.","21.874 in.","20.62 in.","10.742 in.","12.492 in.","","10000 ft.","65 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 5, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 3.25, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.5 in.","Epoxy Coated Shield and Terminal Kit","(3) .625 Slotted Holes - 7.250 Dia. BC",""
"015W2000UA","","W07B663BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","FKD Circuit Breaker","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 45 deg. from vertical","Bottom","4.0","15 kV","110 kV","10 kV","","","420 pfds.","0 pfds.","","","2000 Amps","17 in.","","10.25 in.","","10.25 in.","3.219 in.","17.625 in.","14.156 in.","8.25 in.","11.125 in.","","10000 ft.","56 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-2 OD - 12 x 2.5 In x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Thrd-2 OD - 12 x 1.125, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","3.25 in.","Epoxy Coated Shield and Terminal Kit","(3) .688 Holes - 5.75 BC, Spherical mounting surface","FKD Breaker Bushing"
"015W2000UC","","W07B689BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","3.0","15 kV","110 kV","10 kV","","","775 pfds.","pfds.","","2000 Amps","","35.125 in.","26.75 in.","","26.75 in.","","3.218 in.","18.241 in.","14.062 in.","7.929 in.","11.851 in.","","10000 ft.","57 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.0-12 x 2.5 x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","2.0-12 x 2.875","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.375 in.","Epoxy Coated Shield and Terminal Kit","(3) - .625 Dia. Sloted Holes - 7.25 BC and 7.00 bc",""
"015W2000UJ","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","","O Plus C","Glass Bowl","Oil to Air","vertical","Bottom","1.0","15 kV","110 kV","10 kV","","","704 pfds.","pfds.","","2000 Amps","","29.375 in.","17 in.","","17 in.","","4 in.","22.188 in.","14.188 in.","7.938 in.","12.063 in.","","10000 ft.","95 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","1.75-12x3.25 x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","1.75-12x3.625","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.250 in.","Epoxy Coated Shield and Terminal Kit","(3) .625 Holes - 7.250 Dia. BC",""
"015W2000WC","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 45 deg. from vertical","Bottom","2.0","15 kV","110 kV","10 kV","","","565 pfds.","pfds.","","2000 Amps","","28.55 in.","21 in.","","21 in.","","3.219 in.","17.891 in.","14.312 in.","7.922 in.","9.672 in.","","10000 ft.","68 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.000-12UN-2A, 2.625 USABLE THD x","Min Outside Diameter","Bottom Terminal Comments","2.000-12UN-2A 2.500 USABLE THREAD","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.000 in.","Epoxy Coated Shield and Terminal Kit","(4) .75 Holes - 8.250 Dia. BC","125 Deg. C Insulation Class"
"015W2650RP","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 30 deg. from vertical","Bottom","2.0","15 kV","110 kV","10 kV","","","706 pfds.","pfds.","","2650 Amps","","28.875 in.","17 in.","","21.375 in.","","4.12 in.","21.125 in.","14.312 in.","7.937 in.","11.937 in.","","10000 ft.","90 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","2.5-12x4.25, SP x x4.25","Min Outside Diameter","Bottom Terminal Comments","2.5-12x3.938","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.375 in.","Epoxy Coated Shield and Terminal Kit","(3) .688 Holes OR (4) .688 Holes - 8.250 BC",""
"015W3000AI","","W7B918BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","1.0","15 kV","110 kV","10 kV","","","420 pfds.","pfds.","","3000 Amps","","21 in.","11.75 in.","","11.75 in.","","4.699 in.","20.906 in.","20.469 in.","10.641 in.","13.515 in.","","10000 ft.","125 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12 x 3.125 x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","3.0-12 x 4.25","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.625 in.","Epoxy Coated Shield and Terminal Kit","(6) .625 Dia.  10.875 BC",""
"015W3000AT","","W07B921BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","3.0","15 kV","110 kV","10 kV","","","1019 pfds.","pfds.","","3000 Amps","","36 in.","26.75 in.","","26.75 in.","","4.699 in.","22.28 in.","21.846 in.","11.944 in.","15.12 in.","","10000 ft.","171 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12UN-2A x 3.000 USABLE THD, SP x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","3.000-12UN-2A, 4.250 USABLE THD","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","4.625 in.","Epoxy Coated Shield and Terminal Kit","(6) - .625 Holes - 10.875 BC",""
"015W3000RF","","W17B493BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","","O Plus C","Glass Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","1.0","15 kV","110 kV","10 kV","","","835 pfds.","pfds.","","3000 Amps","","30.125 in.","20.75 in.","","20.75 in.","","4.625 in.","22.25 in.","20.25 in.","10.625 in.","14.875 in.","","10000 ft.","200 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.000-12UN-2A x 12un-2a","Min Outside Diameter","Bottom Terminal Comments",".750 dia x 4.500 smooth","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","7.750 in.","Epoxy Coated Shield and Terminal Kit","(6) - .625 Slots - 10.875 BC",""
"015W3000RG","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","3.0","15 kV","110 kV","10 kV","","","810 pfds.","pfds.","","3000 Amps","","30.375 in.","21 in.","","21 in.","","5.062 in.","21.313 in.","20.469 in.","10.688 in.","13.688 in.","","10000 ft.","142 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-3 OD - 12 x 3.625 In, Silver-plated x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","Blade-1 w/ 4-0.562 Holes x1.750 In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.750 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 Dia. Holes - 9.250 Dia. BC",""
"015W3000RH","","W17B506BB","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","3.0","15 kV","110 kV","10 kV","","","556 pfds.","pfds.","","3000 Amps","","24 in.","14.75 in.","","14.75 in.","","4.699 in.","22.164 in.","21.875 in.","12.164 in.","14.039 in.","","10000 ft.","136 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.000-12UN-2A, 4.000 USABLE THD, SP x 12un-2a","Min Outside Diameter","Bottom Terminal Comments","3.000-12UN-2A, 4.033 USABLE THD","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.500 in.","Epoxy Coated Shield and Terminal Kit","(6) .625 Dia. HOLES,  10.875 Dia. BC",""
"015W3000WB","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","0 to 60 deg. from vertical","Bottom","4.0","15 kV","110 kV","10 kV","","","658.9 pfds.","pfds.","","3000 Amps","","29.125 in.","18 in.","","18 in.","","4.699 in.","20.947 in.","21.744 in.","12.289 in.","14.164 in.","","10000 ft.","148 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","Thrd-3 OD - 12 x 2.750 In, Silver-plated x","Min Outside Diameter","Bottom Terminal Comments","Thrd-3 OD - 12 x 3.937, In","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.25 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 holes, 9.25 B.C.","NONE"
"015W3000WD","","","Contact Us","June 1,2012","Contact Us","Porcelain","Gray","","","Transformer","IEEE","O Plus C","Epoxy Bowl","Oil to Air","vertical","Bottom","2.0","15 kV","110 kV","10 kV","","","765 pfds.","0 pfds.","","3000 Amps","","29 in.","18 in.","","18 in.","","4.592 in.","17.5 in.","10.875 in.","8.842 in.","10.717 in.","","10000 ft.","134 lbs.","Length and Type or Dia, and Type of Holes","Thread Plating","Top Terminal Comments","3.0-12 x 2.750 x","Min Outside Diameter","Bottom Terminal Comments","3.0-12 x 3.750","Min Outside Diameter (Q)","Number of Holes","Hole/Slot Size","Bolt Circle Diameter","5.25 in.","Epoxy Coated Shield and Terminal Kit","(6) .875 holes, 9.25 B.C.","Viton Seals on air end."
